lat,lon,ele,time,temperature,lat_glatt,lon_glatt,ele_glatt,time_s,ds,ds_orig,s_orig,dt,s,v,a,dh,phi_rad,phi_grad,rho,F_D,F_H,F_A,F_Antrieb,P,T_drehmoment,I_motor,SOC
47.562671,12.120364,489.590707,2024-08-23 18:03:31.285000+00:00,28.04493959253041,47.5633438,12.121604999999999,489.3815132000001,6137.098,30.040192253795354,27.184731218257053,32570.867221036387,3.9600000000000364,29993.238023635196,9.125383766413496,0.003971291559869643,0.09278540000008206,0.001252263478573561,0.07174941216063624,1.1880699488398963,27.8251053576641,0.9827761211254912,0.3177033247895714,33.18987353471143,330.15147177704233,11.575943693698221,7.873785596584376,0.6126961590250453
47.56212,12.12004,489.493252,2024-08-23 18:03:40.501000+00:00,28.99252331446242,47.563156,12.1213043,489.44356,6146.314,30.742798230274428,65.91528855280214,32636.78250958919,9.21600000000035,30023.980821865473,9.331955267158506,0.005966306874168472,0.062046799999905033,0.0008321314949583813,0.04767762266102699,1.188065337927187,29.099005942334202,0.6530567218759247,0.47730454993347776,32.97303408268617,328.2348526961694,11.541995696225634,7.862193620599357,0.6121929786333269
47.561976,12.119956,489.46781,2024-08-23 18:03:42.351000+00:00,27.63340654760811,47.5629771,12.1210318,489.4862353,6148.164,28.526643827397898,17.207896534365823,32653.990406123554,1.8499999999994543,30052.50746569287,9.541114004043791,0.0037449598025535913,0.04267529999998487,0.0003783579226511213,0.021678312113246504,1.1880621665881546,30.417944807989535,0.2969352906119853,0.2995967842042873,32.85833596361458,327.2515946443448,11.51666507865215,7.8537504858162315,0.6120920797555578
47.561707,12.119763,489.418676,2024-08-23 18:03:45.933000+00:00,28.115539076364204,47.56278519999999,12.120766499999998,489.51277250000004,6151.746,29.181735682566384,33.232631193167954,32687.223037316722,3.5820000000003347,30081.689201375437,9.566158087627883,0.001466911345254398,0.026537200000063876,-9.31499120161625e-05,-0.005337096820541064,1.188060194527595,30.577789289986423,-0.07310405084456484,0.11735290762035183,32.574388749804584,325.6807527654622,11.501811857041574,7.848950600954805,0.611896837109359
47.561586,12.119652,489.378998,2024-08-23 18:03:47.946000+00:00,28.58360593753226,47.562592800000004,12.1205237,489.52272000000005,6153.759,28.099649897512993,15.823851552241052,32703.046888868965,2.01299999999992,30109.78885127295,9.70255495684517,-0.002688217253875047,0.009947500000009768,-0.000573090036767492,-0.032835640387774465,1.1880594552992652,31.455958908628332,-0.4497610362357931,-0.21505738031000377,32.56557626473215,325.89806251158274,11.499379837594605,7.848421794055562,0.6117871227130296
47.561325,12.119368,489.133356,2024-08-23 18:03:51.986000+00:00,29.17776201461717,47.562382400000004,12.1202842,489.4967675,6157.799,29.500484200580402,36.00518662674813,32739.052075495714,4.039999999999964,30139.28933547353,10.257473105571234,-0.008760880478486338,-0.025952500000073542,-0.0010462690750582882,-0.05994680223589626,1.1880613839077427,35.15703044452044,-0.8211118202967508,-0.700870438278907,32.355669951863035,325.5085806484707,11.510841277876578,7.85239539399947,0.6115668193978091
47.56114,12.119116,488.94273,2024-08-23 18:03:55.144000+00:00,28.362124869463507,47.5621619,12.1200524,489.4399887000001,6160.957,30.060948782592067,27.94114741366169,32766.993222909376,3.1580000000003565,30169.350284256125,9.98986641844246,-0.009520675817058242,-0.056778799999904095,-0.0015076052962132247,-0.08637942064458809,1.1880656033223798,33.34665800821831,-1.1831681882693712,-0.7616540653646593,32.13493169668446,325.2768173710583,11.531666403242236,7.861360381778261,0.6113944153972143
47.560813,12.11868,488.609032,2024-08-23 18:04:00.884000+00:00,28.1174002366534,47.5619251,12.1198217,489.3328246,6166.697,31.511307036121373,48.91205620378191,32815.905279113154,5.739999999999782,30200.861591292247,9.60406750516638,0.0075690633544299255,-0.10716410000009091,-0.0018629528531279027,-0.10673933591608395,1.1880735670710063,30.820967861796053,-1.4620445534407558,0.605525068354394,31.874255791058776,324.9243912651645,11.56767199568526,7.8758573778047944,0.6110804749711823
47.560588,12.118408,488.388752,2024-08-23 18:04:04.532000+00:00,29.33557853472029,47.5616808,12.119589399999999,489.2054213,6170.345,32.27614443434314,32.28769440564794,32848.1929735188,3.6480000000001382,30233.13773572659,10.069090740710378,0.02155636354065252,-0.12740329999996902,-0.002182306164420337,-0.125036932826668,1.1880830349366314,33.878161570048285,-1.7126725184138758,1.7245090832522016,32.0616477152673,327.6042191808906,11.62141900701635,7.896457573221698,0.6108804313793273
47.560144,12.117997,487.978135,2024-08-23 18:04:11.295000+00:00,27.67099304979188,47.561407,12.1193344,489.04014479999995,6177.108,35.958402896758294,58.21115512486431,32906.40412864367,6.76299999999992,30269.096138623347,10.102640691868125,0.029004618532485652,-0.16527650000006133,-0.0023782527616854465,-0.13626384585990847,1.1880953174286601,34.10465258457618,-1.8664510079016132,2.3203694825988523,32.33045068478307,331.1115003921584,11.683752016868663,7.923050580041345,0.6105083231079883
